dataset,node_id,t,z,y,x,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15,eval_result
6bba_fe670320,2920998,8,46.0,81.0,152.0,0.71803313,1.9260777,0.73015875,2.5434792,68.92444,0,TP
6bba_fe670320,2920999,8,59.0,192.0,19.0,0.66588145,1.8110385,0.93650794,2.5434792,68.92444,0,TP
6bba_fe670320,2921000,8,51.0,39.0,178.0,0.5532769,2.2872474,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921001,8,40.0,221.0,251.0,0.5034736,1.5140222,0.63492066,2.5434792,68.92444,0,FP
6bba_fe670320,2921002,8,55.0,110.0,50.0,0.48247576,1.5707588,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2921003,8,61.0,63.0,57.0,0.48605904,3.0501368,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921004,8,56.0,139.0,146.0,0.48094034,1.7272304,0.8888889,2.5302145,67.851685,1,FP
6bba_fe670320,2921005,8,43.0,20.0,245.0,0.43023697,2.2317302,0.6825397,2.5401762,68.65625,1,FP
6bba_fe670320,2921006,8,43.0,24.0,250.0,0.4298159,2.0255785,0.6825397,2.5434792,68.92444,1,FP
6bba_fe670320,2921007,8,53.0,94.0,48.0,0.4224585,1.489633,0.84126985,2.5434792,68.92444,1,TP
6bba_fe670320,2921008,8,55.0,140.0,158.0,0.42438224,1.7718462,0.8730159,2.5401762,68.65625,1,FP
6bba_fe670320,2921009,8,57.0,185.0,136.0,0.41123542,2.307502,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2921010,8,55.0,83.0,45.0,0.3780889,1.6607734,0.8730159,2.5434792,68.92444,1,FP
6bba_fe670320,2921011,8,59.0,28.0,76.0,0.34175548,3.8148456,0.93650794,2.5434792,68.92444,0,TP
6bba_fe670320,2921012,8,60.0,90.0,92.0,0.32981575,3.567057,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921013,8,48.0,108.0,218.0,0.32391542,2.3156974,0.7619048,2.5401762,68.65625,0,FP
6bba_fe670320,2921014,8,59.0,10.0,41.0,0.3073857,2.421929,0.93650794,2.5401762,68.65625,0,FP
6bba_fe670320,2921015,8,56.0,213.0,155.0,0.29538956,2.9079149,0.8888889,2.5434792,68.92444,0,TP
6bba_fe670320,2921016,8,51.0,192.0,203.0,0.29034424,2.2751343,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2921017,8,51.0,196.0,203.0,0.29135332,2.2345788,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2921018,8,55.0,252.0,159.0,0.2575064,2.8110585,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,9000118,8,51.0,69.0,200.0,0.5635236,0.41891977,0.8095238,2.1627328,42.37378,1,FN
6bba_fe670320,9000129,8,60.0,253.0,68.0,0.31340095,4.440322,0.95238096,2.4652207,62.756104,0,FN
6bba_fe670320,9000130,8,61.0,37.0,25.0,0.7170609,2.6444929,0.96825397,2.4687274,63.024292,0,FN
6bba_fe670320,2921019,9,42.0,68.0,197.0,0.9109268,1.5120361,0.6666667,2.5434792,68.92444,1,FP
6bba_fe670320,2921020,9,41.0,78.0,206.0,0.8561981,1.4733382,0.6507937,2.5434792,68.92444,1,TP
6bba_fe670320,2921021,9,54.0,138.0,106.0,0.78021735,1.5822146,0.85714287,2.5434792,68.92444,1,FP
6bba_fe670320,2921022,9,52.0,134.0,119.0,0.73462456,1.4045672,0.82539684,2.5434792,68.92444,1,TP
6bba_fe670320,2921023,9,47.0,85.0,157.0,0.7222399,2.0133536,0.74603176,2.5434792,68.92444,0,TP
6bba_fe670320,2921024,9,57.0,234.0,111.0,0.655838,7.812391,0.9047619,2.5268764,67.583496,0,FP
6bba_fe670320,2921025,9,60.0,196.0,92.0,0.64910066,8.224321,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2921026,9,59.0,194.0,25.0,0.5932836,1.5955206,0.93650794,2.5401762,68.65625,1,FP
6bba_fe670320,2921027,9,59.0,193.0,35.0,0.56812245,1.284693,0.93650794,2.5401762,68.65625,1,TP
6bba_fe670320,2921028,9,57.0,120.0,123.0,0.5628267,1.2373322,0.9047619,2.5302145,67.851685,0,FP
6bba_fe670320,2921029,9,55.0,115.0,53.0,0.5384459,1.7734067,0.8730159,2.5401762,68.65625,0,TP
6bba_fe670320,2921030,9,41.0,223.0,248.0,0.5197129,1.7148073,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2921031,9,52.0,40.0,178.0,0.5101559,2.2593174,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2921032,9,56.0,141.0,147.0,0.47810918,1.4174392,0.8888889,2.5168092,66.77893,1,FP
6bba_fe670320,2921033,9,44.0,24.0,248.0,0.4353149,2.9598653,0.6984127,2.5434792,68.92444,0,FP
6bba_fe670320,2921034,9,50.0,4.0,173.0,0.42735133,1.9790034,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2921035,9,56.0,144.0,159.0,0.41724986,1.6551145,0.8888889,2.5434792,68.92444,1,FP
6bba_fe670320,2921036,9,54.0,98.0,52.0,0.3936821,1.3842692,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2921037,9,57.0,186.0,140.0,0.39166763,2.0161676,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921038,9,49.0,112.0,219.0,0.32213324,2.195594,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2921039,9,60.0,30.0,77.0,0.32300532,3.6073346,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921040,9,60.0,92.0,96.0,0.32094288,4.2088857,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921041,9,56.0,219.0,156.0,0.30737847,3.2520697,0.8888889,2.5401762,68.65625,0,TP
6bba_fe670320,2921042,9,52.0,198.0,203.0,0.2913061,2.220667,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2921043,9,60.0,13.0,48.0,0.2725484,2.542964,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,10000131,9,41.0,3.0,174.0,0.4343772,1.7332569,0.6507937,2.5368643,68.38806,0,FN
6bba_fe670320,10000134,9,51.0,73.0,202.0,0.58766115,0.42778456,0.8095238,2.120863,39.960083,1,FN
6bba_fe670320,10000143,9,61.0,39.0,28.0,0.6498651,2.484359,0.96825397,2.4652207,62.756104,0,FN
6bba_fe670320,2921044,10,42.0,73.0,204.0,0.871138,1.6750848,0.6666667,2.5434792,68.92444,0,TP
6bba_fe670320,2921045,10,54.0,145.0,109.0,0.7878833,1.5341905,0.85714287,2.5434792,68.92444,2,FP
6bba_fe670320,2921046,10,53.0,140.0,113.0,0.7788453,1.4447424,0.84126985,2.5434792,68.92444,2,FP
6bba_fe670320,2921047,10,52.0,140.0,122.0,0.7668781,1.4834944,0.82539684,2.5434792,68.92444,2,TP
6bba_fe670320,2921048,10,47.0,91.0,164.0,0.7155214,2.0496395,0.74603176,2.5434792,68.92444,0,TP
6bba_fe670320,2921049,10,57.0,235.0,111.0,0.6834638,6.169334,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921050,10,51.0,45.0,181.0,0.6403282,3.836114,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921051,10,56.0,115.0,54.0,0.5827646,1.764387,0.8888889,2.5434792,68.92444,0,TP
6bba_fe670320,2921052,10,58.0,197.0,42.0,0.5420103,1.3951548,0.9206349,2.5401762,68.65625,1,TP
6bba_fe670320,2921053,10,56.0,144.0,152.0,0.5136695,1.6877145,0.8888889,2.5335438,68.11987,0,FP
6bba_fe670320,2921054,10,57.0,124.0,128.0,0.50918317,1.2885435,0.9047619,2.5235295,67.31531,0,FP
6bba_fe670320,2921055,10,58.0,197.0,29.0,0.5112702,1.6515244,0.9206349,2.5401762,68.65625,1,FP
6bba_fe670320,2921056,10,41.0,231.0,249.0,0.50197816,1.9231648,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2921057,10,55.0,6.0,125.0,0.46112216,2.5465004,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2921058,10,60.0,199.0,93.0,0.46339712,3.9830165,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2921059,10,55.0,80.0,144.0,0.45811313,2.2797315,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2921060,10,44.0,31.0,252.0,0.42010042,3.2422829,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2921061,10,51.0,12.0,177.0,0.41163832,2.688553,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921062,10,57.0,187.0,143.0,0.40171468,2.0165172,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921063,10,60.0,35.0,82.0,0.33776307,3.932956,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921064,10,61.0,15.0,47.0,0.33454272,2.9079564,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921065,10,49.0,117.0,221.0,0.31309164,2.1255336,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2921066,10,56.0,225.0,157.0,0.31444916,3.371945,0.8888889,2.5434792,68.92444,0,TP
6bba_fe670320,2921067,10,60.0,96.0,97.0,0.29817224,3.9059637,0.95238096,2.5368643,68.38806,0,TP
6bba_fe670320,2921068,10,52.0,206.0,204.0,0.28909925,2.1610382,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,11000144,10,40.0,4.0,178.0,0.5436509,2.2817276,0.63492066,2.5434792,68.92444,0,FN
6bba_fe670320,11000147,10,51.0,76.0,206.0,0.5515129,0.43384662,0.8095238,2.180832,43.446533,1,FN
6bba_fe670320,11000149,10,48.0,5.0,101.0,0.4890891,2.092057,0.7619048,2.5434792,68.92444,0,FN
6bba_fe670320,11000151,10,51.0,3.0,25.0,0.41362888,2.5858731,0.8095238,2.5401762,68.65625,0,FN
6bba_fe670320,11000158,10,61.0,43.0,31.0,0.70713323,2.442894,0.96825397,2.4687274,63.024292,0,FN
6bba_fe670320,2921069,11,41.0,79.0,206.0,0.87757343,1.5284998,0.6507937,2.5434792,68.92444,0,TP
6bba_fe670320,2921070,11,54.0,153.0,111.0,0.75986916,1.525954,0.85714287,2.5434792,68.92444,1,FP
6bba_fe670320,2921071,11,40.0,91.0,216.0,0.7421997,1.3466413,0.63492066,2.5434792,68.92444,0,FP
6bba_fe670320,2921072,11,46.0,3.0,103.0,0.7318498,2.1934092,0.73015875,2.5401762,68.65625,0,TP
6bba_fe670320,2921073,11,52.0,145.0,123.0,0.71542704,1.5040684,0.82539684,2.5434792,68.92444,1,TP
6bba_fe670320,2921074,11,47.0,97.0,165.0,0.71471924,2.1469493,0.74603176,2.5434792,68.92444,0,TP
6bba_fe670320,2921075,11,51.0,50.0,182.0,0.7094271,4.564352,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2921076,11,55.0,151.0,149.0,0.5945032,1.7164427,0.8730159,2.5368643,68.38806,0,FP
6bba_fe670320,2921077,11,58.0,242.0,111.0,0.56862336,4.9657574,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2921078,11,57.0,128.0,130.0,0.51743716,1.956596,0.9047619,2.5368643,68.38806,0,FP
6bba_fe670320,2921079,11,41.0,239.0,250.0,0.4852162,1.7805822,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2921080,11,54.0,12.0,125.0,0.47995675,2.4382625,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2921081,11,60.0,197.0,99.0,0.4410455,3.1623042,0.95238096,2.5368643,68.38806,0,FP
6bba_fe670320,2921082,11,55.0,86.0,144.0,0.43530405,2.852508,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2921083,11,51.0,18.0,180.0,0.40845504,3.3678553,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921084,11,57.0,188.0,142.0,0.39343166,1.9067655,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921085,11,59.0,38.0,85.0,0.32645988,4.0270915,0.93650794,2.5434792,68.92444,0,TP
6bba_fe670320,2921086,11,49.0,124.0,221.0,0.31887016,2.1301103,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2921087,11,60.0,101.0,100.0,0.30177602,3.750761,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921088,11,56.0,229.0,157.0,0.3010301,3.1523108,0.8888889,2.5401762,68.65625,0,TP
6bba_fe670320,2921089,11,51.0,214.0,204.0,0.28575265,2.1005433,0.8095238,2.5302145,67.851685,1,FP
6bba_fe670320,2921090,11,52.0,208.0,200.0,0.2875711,2.2126448,0.82539684,2.5434792,68.92444,1,FP
6bba_fe670320,2921091,11,60.0,18.0,52.0,0.28564453,2.942291,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,12000159,11,40.0,6.0,180.0,0.58443075,2.3074648,0.63492066,2.5434792,68.92444,0,FN
6bba_fe670320,12000161,11,51.0,83.0,206.0,0.54330975,0.43429524,0.8095238,2.2030413,44.787476,1,FN
6bba_fe670320,12000166,11,51.0,5.0,25.0,0.5248236,2.091638,0.8095238,2.5434792,68.92444,0,FN
6bba_fe670320,12000168,11,56.0,116.0,57.0,0.53098315,1.2319033,0.8888889,2.5401762,68.65625,0,FN
6bba_fe670320,12000170,11,58.0,207.0,43.0,0.5025517,0.99140495,0.9206349,2.4964292,65.1698,0,FN
6bba_fe670320,12000173,11,61.0,46.0,33.0,0.6159932,2.2095995,0.96825397,2.4652207,62.756104,0,FN
6bba_fe670320,2921092,12,42.0,86.0,215.0,0.8953989,1.5982993,0.6666667,2.5434792,68.92444,0,TP
6bba_fe670320,2921093,12,55.0,160.0,116.0,0.7573102,1.3697385,0.8730159,2.5434792,68.92444,2,FP
6bba_fe670320,2921094,12,57.0,155.0,111.0,0.75309247,1.5064108,0.9047619,2.5434792,68.92444,1,FP
6bba_fe670320,2921095,12,53.0,153.0,127.0,0.7435863,1.4868187,0.84126985,2.5434792,68.92444,1,TP
6bba_fe670320,2921096,12,46.0,11.0,111.0,0.7215975,2.0917556,0.73015875,2.5401762,68.65625,0,TP
6bba_fe670320,2921097,12,51.0,56.0,190.0,0.72505665,4.3864,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2921098,12,39.0,2.0,184.0,0.71038026,1.874099,0.61904764,2.4687274,63.024292,0,TP
6bba_fe670320,2921099,12,50.0,10.0,29.0,0.68517333,2.4723132,0.7936508,2.5401762,68.65625,1,TP
6bba_fe670320,2921100,12,50.0,10.0,35.0,0.6815037,2.4649582,0.7936508,2.5401762,68.65625,1,FP
6bba_fe670320,2921101,12,47.0,104.0,171.0,0.67459995,1.9270953,0.74603176,2.5434792,68.92444,0,TP
6bba_fe670320,2921102,12,56.0,154.0,156.0,0.56310976,2.0044749,0.8888889,2.5368643,68.38806,0,FP
6bba_fe670320,2921103,12,58.0,247.0,116.0,0.55538577,4.5996647,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2921104,12,58.0,132.0,137.0,0.54199946,2.8508909,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2921105,12,54.0,18.0,131.0,0.5005771,2.0998757,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2921106,12,61.0,205.0,100.0,0.46593362,3.0583792,0.96825397,2.4687274,63.024292,1,FP
6bba_fe670320,2921107,12,60.0,210.0,96.0,0.45592713,3.011214,0.95238096,2.5368643,68.38806,1,FP
6bba_fe670320,2921108,12,56.0,92.0,147.0,0.44103897,2.9822445,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2921109,12,57.0,194.0,144.0,0.41636056,2.086846,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921110,12,51.0,25.0,185.0,0.4094169,3.2814674,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921111,12,60.0,46.0,92.0,0.33157212,3.974647,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921112,12,49.0,128.0,227.0,0.32772663,2.2868037,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2921113,12,56.0,236.0,160.0,0.30720422,3.1429024,0.8888889,2.5434792,68.92444,0,TP
6bba_fe670320,2921114,12,60.0,107.0,105.0,0.30233353,3.7050657,0.95238096,2.5401762,68.65625,0,TP
6bba_fe670320,2921115,12,51.0,221.0,209.0,0.28427535,2.1036,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2921116,12,61.0,26.0,60.0,0.27753255,3.0893388,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,13000176,12,51.0,90.0,210.0,0.55081236,0.52537626,0.8095238,2.2876928,50.151245,0,FN
6bba_fe670320,13000183,12,57.0,124.0,62.0,0.58375925,1.271854,0.9047619,2.5401762,68.65625,0,FN
6bba_fe670320,13000185,12,59.0,215.0,46.0,0.45243266,0.73845637,0.93650794,2.5066607,65.974365,0,FN
6bba_fe670320,13000188,12,62.0,52.0,38.0,0.6321706,2.5791054,0.984127,2.3316977,53.10132,0,FN
6bba_fe670320,2921117,13,41.0,108.0,228.0,0.86188585,1.6520958,0.6507937,2.5434792,68.92444,0,TP
6bba_fe670320,2921118,13,50.0,62.0,201.0,0.8070155,5.169472,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2921119,13,53.0,170.0,133.0,0.7694661,1.5810659,0.84126985,2.5434792,68.92444,1,FP
6bba_fe670320,2921120,13,54.0,178.0,123.0,0.7645878,1.6627773,0.85714287,2.5434792,68.92444,1,TP
6bba_fe670320,2921121,13,46.0,24.0,120.0,0.7432269,2.2708015,0.73015875,2.5434792,68.92444,0,TP
6bba_fe670320,2921122,13,38.0,17.0,200.0,0.73244315,1.8485814,0.6031746,2.5434792,68.92444,0,TP
6bba_fe670320,2921123,13,58.0,167.0,110.0,0.69058895,1.8687105,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2921124,13,51.0,24.0,45.0,0.69337285,2.6542416,0.8095238,2.5434792,68.92444,0,TP
6bba_fe670320,2921125,13,47.0,119.0,183.0,0.68788475,2.1351707,0.74603176,2.5434792,68.92444,0,TP
6bba_fe670320,2921126,13,61.0,214.0,100.0,0.578378,3.792983,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921127,13,56.0,164.0,164.0,0.53616285,2.1329238,0.8888889,2.5368643,68.38806,0,FP
6bba_fe670320,2921128,13,54.0,30.0,140.0,0.48231968,1.5690494,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2921129,13,58.0,141.0,143.0,0.4817171,2.781801,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2921130,13,58.0,209.0,144.0,0.4454382,1.9974812,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2921131,13,56.0,104.0,154.0,0.42824063,3.6245184,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2921132,13,51.0,37.0,192.0,0.41559467,2.3636613,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921133,13,58.0,11.0,102.0,0.4126401,4.2526255,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2921134,13,44.0,6.0,239.0,0.37182403,2.4182458,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2921135,13,48.0,140.0,234.0,0.341309,2.1843855,0.7619048,2.5235295,67.31531,0,FP
6bba_fe670320,2921136,13,59.0,55.0,103.0,0.32423484,3.5737886,0.93650794,2.5401762,68.65625,0,TP
6bba_fe670320,2921137,13,56.0,247.0,161.0,0.3243474,3.5291219,0.8888889,2.5401762,68.65625,0,TP
6bba_fe670320,2921138,13,51.0,235.0,212.0,0.3193166,2.4378295,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2921139,13,59.0,119.0,117.0,0.30395204,3.598046,0.93650794,2.5368643,68.38806,0,TP
6bba_fe670320,2921140,13,60.0,29.0,70.0,0.2731715,3.0639315,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,14000191,13,51.0,103.0,215.0,0.48258463,0.7642595,0.8095238,2.4861133,64.365234,0,FN
6bba_fe670320,14000196,13,58.0,136.0,67.0,0.6484298,1.0571346,0.9206349,2.5368643,68.38806,0,FN
6bba_fe670320,14000198,13,59.0,226.0,49.0,0.48299113,0.7190697,0.93650794,2.5032594,65.70618,0,FN
6bba_fe670320,14000201,13,62.0,66.0,52.0,0.53371876,2.4330492,0.984127,2.3316977,53.10132,0,FN
6bba_fe670320,2921141,14,61.0,145.0,55.0,0.97524214,3.0224648,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921142,14,41.0,113.0,231.0,0.7934948,1.6649728,0.6507937,2.5434792,68.92444,0,TP
6bba_fe670320,2921143,14,50.0,66.0,202.0,0.78437334,5.014896,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2921144,14,53.0,182.0,127.0,0.73393124,1.5027055,0.84126985,2.5434792,68.92444,0,TP
6bba_fe670320,2921145,14,51.0,29.0,40.0,0.74329954,2.5736482,0.8095238,2.5434792,68.92444,0,TP
6bba_fe670320,2921146,14,46.0,124.0,186.0,0.71620375,2.301231,0.73015875,2.5434792,68.92444,0,TP
6bba_fe670320,2921147,14,46.0,31.0,122.0,0.6714276,2.404493,0.73015875,2.5434792,68.92444,0,TP
6bba_fe670320,2921148,14,39.0,31.0,202.0,0.6534461,2.109744,0.61904764,2.5434792,68.92444,1,TP
6bba_fe670320,2921149,14,37.0,20.0,208.0,0.57928014,2.087943,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2921150,14,60.0,95.0,86.0,0.5247639,3.3272371,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2921151,14,56.0,168.0,164.0,0.5236911,2.0776289,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2921152,14,48.0,46.0,122.0,0.5050199,2.0529647,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2921153,14,60.0,160.0,103.0,0.48984814,1.5049646,0.95238096,2.5368643,68.38806,0,FP
6bba_fe670320,2921154,14,54.0,35.0,142.0,0.4817171,1.781162,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2921155,14,57.0,210.0,145.0,0.48387682,1.7980927,0.9047619,2.5368643,68.38806,0,FP
6bba_fe670320,2921156,14,60.0,220.0,101.0,0.46965367,3.3368976,0.95238096,2.5368643,68.38806,0,FP
6bba_fe670320,2921157,14,57.0,147.0,147.0,0.4581095,2.7498853,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921158,14,50.0,41.0,196.0,0.4180266,1.6329336,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2921159,14,57.0,18.0,106.0,0.40417925,4.0458183,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921160,14,43.0,11.0,248.0,0.3902303,2.0142708,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2921161,14,56.0,108.0,155.0,0.38244453,3.394942,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2921162,14,55.0,6.0,129.0,0.38124672,3.671212,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2921163,14,48.0,145.0,235.0,0.35118547,2.154953,0.7619048,2.5401762,68.65625,0,FP
6bba_fe670320,2921164,14,60.0,33.0,71.0,0.32201782,3.0150487,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2921165,14,51.0,238.0,210.0,0.3207721,2.4368668,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2921166,14,56.0,250.0,159.0,0.32231474,3.6791685,0.8888889,2.5434792,68.92444,0,TP
6bba_fe670320,2921167,14,59.0,60.0,106.0,0.31193376,3.3134334,0.93650794,2.5434792,68.92444,0,TP
6bba_fe670320,2921168,14,59.0,123.0,120.0,0.30044937,3.4947548,0.93650794,2.5434792,68.92444,0,TP
6bba_fe670320,15000204,14,51.0,107.0,216.0,0.45786268,1.1600565,0.8095238,2.5201738,67.04712,0,FN
6bba_fe670320,15000209,14,57.0,142.0,67.0,0.6774529,1.3104484,0.9047619,2.5434792,68.92444,0,FN
6bba_fe670320,15000211,14,58.0,231.0,49.0,0.4474672,0.5753553,0.9206349,2.400316,57.92871,0,FN
6bba_fe670320,15000214,14,61.0,69.0,55.0,0.4816013,2.1481698,0.96825397,2.4439676,61.146973,0,FN
6bba_fe670320,2921169,15,40.0,124.0,231.0,0.7896619,1.692995,0.63492066,2.5434792,68.92444,0,TP
6bba_fe670320,2921170,15,53.0,192.0,123.0,0.7870811,1.7167541,0.84126985,2.5434792,68.92444,0,TP
6bba_fe670320,2921171,15,50.0,75.0,203.0,0.7562213,4.3138075,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2921172,15,46.0,39.0,125.0,0.7296773,2.4588137,0.73015875,2.5434792,68.92444,0,TP
6bba_fe670320,2921173,15,39.0,39.0,202.0,0.711496,2.1429684,0.61904764,2.5434792,68.92444,1,TP
6bba_fe670320,2921174,15,46.0,131.0,185.0,0.6850282,2.034166,0.73015875,2.5401762,68.65625,0,TP
6bba_fe670320,2921175,15,51.0,35.0,41.0,0.68597555,2.4714065,0.8095238,2.5434792,68.92444,0,TP
6bba_fe670320,2921176,15,48.0,55.0,124.0,0.58652866,2.3966212,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2921177,15,56.0,172.0,165.0,0.51948065,2.1185703,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2921178,15,48.0,9.0,206.0,0.52429366,4.233762,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2921179,15,61.0,227.0,96.0,0.5241545,3.7534544,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921180,15,57.0,217.0,141.0,0.51450425,1.9414551,0.9047619,2.5335438,68.11987,0,FP
6bba_fe670320,2921181,15,54.0,42.0,143.0,0.5000653,1.6331484,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2921182,15,50.0,113.0,213.0,0.4748497,1.6129587,0.7936508,2.5368643,68.38806,0,TP
6bba_fe670320,2921183,15,60.0,168.0,100.0,0.46554703,1.4276993,0.95238096,2.5368643,68.38806,0,FP
6bba_fe670320,2921184,15,57.0,151.0,144.0,0.4700549,3.1309688,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921185,15,49.0,46.0,197.0,0.44989544,1.1530564,0.7777778,2.5434792,68.92444,1,FP
6bba_fe670320,2921186,15,61.0,99.0,85.0,0.43962765,3.0355318,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921187,15,44.0,18.0,243.0,0.3989706,2.23458,0.6984127,2.5434792,68.92444,0,FP
6bba_fe670320,2921188,15,57.0,26.0,108.0,0.388292,3.623465,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2921189,15,55.0,11.0,131.0,0.38887277,3.7857761,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2921190,15,56.0,113.0,154.0,0.3774646,3.2937057,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2921191,15,47.0,149.0,235.0,0.37387845,2.047391,0.74603176,2.5134354,66.51074,0,FP
6bba_fe670320,2921192,15,58.0,67.0,109.0,0.34013665,3.110188,0.9206349,2.5401762,68.65625,0,TP
6bba_fe670320,2921193,15,61.0,42.0,69.0,0.32465467,2.1768994,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2921194,15,51.0,245.0,206.0,0.30846375,2.1078012,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2921195,15,59.0,129.0,119.0,0.30907354,3.434592,0.93650794,2.5434792,68.92444,0,TP
6bba_fe670320,16000222,15,57.0,148.0,65.0,0.6249528,1.3545637,0.9047619,2.5434792,68.92444,0,FN
6bba_fe670320,16000223,15,56.0,253.0,156.0,0.27626628,4.62768,0.8888889,2.4687274,63.024292,0,FN
