dataset,threshold,threshold_single,raw_nodes,filtered_nodes,est_nodes,pe_ratio,in_ideal_pe,is_positive,pred_edges,tp_edges,gt_edges,edge_recall,penalty,kaggle_score
44b6_5f15d135,0.05,0.025,37539,4547,29519,0.154,False,False,2689,22,273,0.0806,1.0,0.0806
44b6_668e0cc7,0.0002,0.0001,41558,39923,39701,1.0056,False,False,36579,535,631,0.8479,0.9944,0.8431
44b6_668e0cc7,0.0005,0.00025,41558,38895,39701,0.9797,True,True,34885,526,631,0.8336,1.0,0.8336
44b6_668e0cc7,0.001,0.0005,41558,37124,39701,0.9351,True,True,32016,501,631,0.794,1.0,0.794
44b6_668e0cc7,0.002,0.001,41558,33450,39701,0.8425,False,False,26978,435,631,0.6894,1.0,0.6894
44b6_668e0cc7,0.005,0.0025,41558,23692,39701,0.5968,False,False,16305,272,631,0.4311,1.0,0.4311
44b6_668e0cc7,0.01,0.005,41558,13420,39701,0.338,False,False,8262,135,631,0.2139,1.0,0.2139
44b6_668e0cc7,0.015,0.0075,41558,8301,39701,0.2091,False,False,4915,84,631,0.1331,1.0,0.1331
44b6_668e0cc7,0.02,0.01,41558,5657,39701,0.1425,False,False,3296,60,631,0.0951,1.0,0.0951
44b6_668e0cc7,0.03,0.015,41558,3131,39701,0.0789,False,False,1794,32,631,0.0507,1.0,0.0507
44b6_668e0cc7,0.05,0.025,41558,1433,39701,0.0361,False,False,804,13,631,0.0206,1.0,0.0206
44b6_66f9292d,0.0002,0.0001,63374,59792,52710,1.1344,False,False,53690,120,198,0.6061,0.8656,0.5246
44b6_66f9292d,0.0005,0.00025,63374,56316,52710,1.0684,False,False,48745,119,198,0.601,0.9316,0.5599
44b6_66f9292d,0.001,0.0005,63374,50897,52710,0.9656,True,True,42089,113,198,0.5707,1.0,0.5707
44b6_66f9292d,0.002,0.001,63374,42327,52710,0.803,False,False,32635,105,198,0.5303,1.0,0.5303
44b6_66f9292d,0.005,0.0025,63374,26192,52710,0.4969,False,False,17733,64,198,0.3232,1.0,0.3232
44b6_66f9292d,0.01,0.005,63374,13553,52710,0.2571,False,False,8441,29,198,0.1465,1.0,0.1465
44b6_66f9292d,0.015,0.0075,63374,8293,52710,0.1573,False,False,5030,20,198,0.101,1.0,0.101
44b6_66f9292d,0.02,0.01,63374,5643,52710,0.1071,False,False,3377,13,198,0.0657,1.0,0.0657
44b6_66f9292d,0.03,0.015,63374,3136,52710,0.0595,False,False,1831,5,198,0.0253,1.0,0.0253
44b6_66f9292d,0.05,0.025,63374,1569,52710,0.0298,False,False,878,4,198,0.0202,1.0,0.0202
44b6_706092f0,0.0002,0.0001,97586,90052,69898,1.2883,False,False,78819,87,117,0.7436,0.7117,0.5292
44b6_706092f0,0.0005,0.00025,97586,81527,69898,1.1664,False,False,67434,79,117,0.6752,0.8336,0.5629
44b6_706092f0,0.001,0.0005,97586,69440,69898,0.9934,False,False,54285,73,117,0.6239,1.0,0.6239
44b6_706092f0,0.002,0.001,97586,53509,69898,0.7655,False,False,39331,58,117,0.4957,1.0,0.4957
44b6_706092f0,0.005,0.0025,97586,31101,69898,0.4449,False,False,20660,31,117,0.265,1.0,0.265
44b6_706092f0,0.01,0.005,97586,16509,69898,0.2362,False,False,10174,17,117,0.1453,1.0,0.1453
44b6_706092f0,0.015,0.0075,97586,10230,69898,0.1464,False,False,6146,14,117,0.1197,1.0,0.1197
44b6_706092f0,0.02,0.01,97586,7085,69898,0.1014,False,False,4186,8,117,0.0684,1.0,0.0684
44b6_706092f0,0.03,0.015,97586,4218,69898,0.0603,False,False,2444,7,117,0.0598,1.0,0.0598
44b6_706092f0,0.05,0.025,97586,2107,69898,0.0301,False,False,1174,2,117,0.0171,1.0,0.0171
44b6_71a4179f,0.0002,0.0001,88466,81973,67688,1.211,False,False,72285,91,119,0.7647,0.789,0.6033
44b6_71a4179f,0.0005,0.00025,88466,75184,67688,1.1107,False,False,63118,88,119,0.7395,0.8893,0.6576
44b6_71a4179f,0.001,0.0005,88466,65563,67688,0.9686,True,True,52274,82,119,0.6891,1.0,0.6891
44b6_71a4179f,0.002,0.001,88466,52124,67688,0.7701,False,False,39178,73,119,0.6134,1.0,0.6134
44b6_71a4179f,0.005,0.0025,88466,31739,67688,0.4689,False,False,21734,54,119,0.4538,1.0,0.4538
44b6_71a4179f,0.01,0.005,88466,17766,67688,0.2625,False,False,11359,39,119,0.3277,1.0,0.3277
44b6_71a4179f,0.015,0.0075,88466,11496,67688,0.1698,False,False,7174,26,119,0.2185,1.0,0.2185
44b6_71a4179f,0.02,0.01,88466,8326,67688,0.123,False,False,5118,22,119,0.1849,1.0,0.1849
44b6_71a4179f,0.03,0.015,88466,5122,67688,0.0757,False,False,3096,15,119,0.1261,1.0,0.1261
44b6_71a4179f,0.05,0.025,88466,2637,67688,0.039,False,False,1532,6,119,0.0504,1.0,0.0504
44b6_74d0c52e,0.0002,0.0001,15465,14533,15090,0.9631,True,True,12711,91,139,0.6547,1.0,0.6547
44b6_74d0c52e,0.0005,0.00025,15465,14392,15090,0.9537,True,True,12499,91,139,0.6547,1.0,0.6547
44b6_74d0c52e,0.001,0.0005,15465,14109,15090,0.935,True,True,12052,90,139,0.6475,1.0,0.6475
44b6_74d0c52e,0.002,0.001,15465,13304,15090,0.8816,False,False,11015,89,139,0.6403,1.0,0.6403
44b6_74d0c52e,0.005,0.0025,15465,11017,15090,0.7301,False,False,8510,81,139,0.5827,1.0,0.5827
44b6_74d0c52e,0.01,0.005,15465,8372,15090,0.5548,False,False,6027,71,139,0.5108,1.0,0.5108
44b6_74d0c52e,0.015,0.0075,15465,6750,15090,0.4473,False,False,4623,64,139,0.4604,1.0,0.4604
44b6_74d0c52e,0.02,0.01,15465,5630,15090,0.3731,False,False,3703,54,139,0.3885,1.0,0.3885
44b6_74d0c52e,0.03,0.015,15465,4057,15090,0.2689,False,False,2522,47,139,0.3381,1.0,0.3381
44b6_74d0c52e,0.05,0.025,15465,2507,15090,0.1661,False,False,1457,34,139,0.2446,1.0,0.2446
44b6_7a302da0,0.0002,0.0001,84212,78965,66858,1.1811,False,False,70288,384,507,0.7574,0.8189,0.6202
44b6_7a302da0,0.0005,0.00025,84212,75132,66858,1.1238,False,False,65127,365,507,0.7199,0.8762,0.6308
44b6_7a302da0,0.001,0.0005,84212,69554,66858,1.0403,False,False,58301,335,507,0.6607,0.9597,0.6341
44b6_7a302da0,0.002,0.001,84212,60963,66858,0.9118,True,True,48920,303,507,0.5976,1.0,0.5976
44b6_7a302da0,0.005,0.0025,84212,45551,66858,0.6813,False,False,33837,230,507,0.4536,1.0,0.4536
44b6_7a302da0,0.01,0.005,84212,31777,66858,0.4753,False,False,22171,177,507,0.3491,1.0,0.3491
44b6_7a302da0,0.015,0.0075,84212,24218,66858,0.3622,False,False,16276,141,507,0.2781,1.0,0.2781
44b6_7a302da0,0.02,0.01,84212,19446,66858,0.2909,False,False,12710,124,507,0.2446,1.0,0.2446
44b6_7a302da0,0.03,0.015,84212,13533,66858,0.2024,False,False,8449,97,507,0.1913,1.0,0.1913
44b6_7a302da0,0.05,0.025,84212,7623,66858,0.114,False,False,4497,53,507,0.1045,1.0,0.1045
44b6_7e557709,0.0002,0.0001,65274,62201,56060,1.1095,False,False,57238,471,560,0.8411,0.8905,0.7489
44b6_7e557709,0.0005,0.00025,65274,59665,56060,1.0643,False,False,53260,456,560,0.8143,0.9357,0.7619
44b6_7e557709,0.001,0.0005,65274,55458,56060,0.9893,True,True,47307,435,560,0.7768,1.0,0.7768
44b6_7e557709,0.002,0.001,65274,48239,56060,0.8605,False,False,38654,391,560,0.6982,1.0,0.6982
44b6_7e557709,0.005,0.0025,65274,33052,56060,0.5896,False,False,23085,272,560,0.4857,1.0,0.4857
44b6_7e557709,0.01,0.005,65274,19017,56060,0.3392,False,False,11796,150,560,0.2679,1.0,0.2679
44b6_7e557709,0.015,0.0075,65274,11857,56060,0.2115,False,False,6943,91,560,0.1625,1.0,0.1625
44b6_7e557709,0.02,0.01,65274,7975,56060,0.1423,False,False,4555,56,560,0.1,1.0,0.1
44b6_7e557709,0.03,0.015,65274,4237,56060,0.0756,False,False,2375,36,560,0.0643,1.0,0.0643
44b6_7e557709,0.05,0.025,65274,1884,56060,0.0336,False,False,1032,16,560,0.0286,1.0,0.0286
44b6_808952d6,0.0002,0.0001,17250,16750,15742,1.064,False,False,15691,179,179,1.0,0.936,0.936
44b6_808952d6,0.0005,0.00025,17250,16575,15742,1.0529,False,False,15483,179,179,1.0,0.9471,0.9471
44b6_808952d6,0.001,0.0005,17250,16342,15742,1.0381,False,False,15185,179,179,1.0,0.9619,0.9619
44b6_808952d6,0.002,0.001,17250,15982,15742,1.0152,False,False,14723,179,179,1.0,0.9848,0.9848
44b6_808952d6,0.005,0.0025,17250,15126,15742,0.9609,True,True,13577,179,179,1.0,1.0,1.0
44b6_808952d6,0.01,0.005,17250,13957,15742,0.8866,False,False,12225,179,179,1.0,1.0,1.0
44b6_808952d6,0.015,0.0075,17250,13028,15742,0.8276,False,False,11243,179,179,1.0,1.0,1.0
44b6_808952d6,0.02,0.01,17250,12354,15742,0.7848,False,False,10475,173,179,0.9665,1.0,0.9665
44b6_808952d6,0.03,0.015,17250,11134,15742,0.7073,False,False,9159,164,179,0.9162,1.0,0.9162
44b6_808952d6,0.05,0.025,17250,9195,15742,0.5841,False,False,6952,134,179,0.7486,1.0,0.7486
44b6_81c256f0,0.0002,0.0001,11229,10951,10052,1.0894,False,False,10332,197,197,1.0,0.9106,0.9106
44b6_81c256f0,0.0005,0.00025,11229,10862,10052,1.0806,False,False,10217,197,197,1.0,0.9194,0.9194
44b6_81c256f0,0.001,0.0005,11229,10738,10052,1.0682,False,False,10070,197,197,1.0,0.9318,0.9318
44b6_81c256f0,0.002,0.001,11229,10537,10052,1.0482,False,False,9804,197,197,1.0,0.9518,0.9518
44b6_81c256f0,0.005,0.0025,11229,10102,10052,1.005,False,False,9295,197,197,1.0,0.995,0.995
44b6_81c256f0,0.01,0.005,11229,9625,10052,0.9575,True,True,8719,196,197,0.9949,1.0,0.9949
44b6_81c256f0,0.015,0.0075,11229,9233,10052,0.9185,True,True,8245,195,197,0.9898,1.0,0.9898
44b6_81c256f0,0.02,0.01,11229,8924,10052,0.8878,False,False,7858,195,197,0.9898,1.0,0.9898
44b6_81c256f0,0.03,0.015,11229,8329,10052,0.8286,False,False,7119,193,197,0.9797,1.0,0.9797
44b6_81c256f0,0.05,0.025,11229,7218,10052,0.7181,False,False,5727,173,197,0.8782,1.0,0.8782
44b6_87bba6c4,0.0002,0.0001,32189,30071,28102,1.0701,False,False,25979,86,149,0.5772,0.9299,0.5367
44b6_87bba6c4,0.0005,0.00025,32189,29364,28102,1.0449,False,False,25101,83,149,0.557,0.9551,0.532
44b6_87bba6c4,0.001,0.0005,32189,28436,28102,1.0119,False,False,23909,78,149,0.5235,0.9881,0.5173
44b6_87bba6c4,0.002,0.001,32189,26807,28102,0.9539,True,False,21975,71,149,0.4765,1.0,0.4765
44b6_87bba6c4,0.005,0.0025,32189,22968,28102,0.8173,False,False,17722,64,149,0.4295,1.0,0.4295
44b6_87bba6c4,0.01,0.005,32189,18302,28102,0.6513,False,False,13372,52,149,0.349,1.0,0.349
44b6_87bba6c4,0.015,0.0075,32189,15078,28102,0.5365,False,False,10661,46,149,0.3087,1.0,0.3087
44b6_87bba6c4,0.02,0.01,32189,12904,28102,0.4592,False,False,8829,41,149,0.2752,1.0,0.2752
44b6_87bba6c4,0.03,0.015,32189,9709,28102,0.3455,False,False,6324,31,149,0.2081,1.0,0.2081
44b6_87bba6c4,0.05,0.025,32189,6211,28102,0.221,False,False,3764,20,149,0.1342,1.0,0.1342
44b6_8cc6506c,0.0002,0.0001,41770,38985,32172,1.2118,False,False,33900,294,396,0.7424,0.7882,0.5852
44b6_8cc6506c,0.0005,0.00025,41770,37267,32172,1.1584,False,False,31678,279,396,0.7045,0.8416,0.593
44b6_8cc6506c,0.001,0.0005,41770,34692,32172,1.0783,False,False,28642,254,396,0.6414,0.9217,0.5912
44b6_8cc6506c,0.002,0.001,41770,30418,32172,0.9455,True,True,24080,216,396,0.5455,1.0,0.5455
44b6_8cc6506c,0.005,0.0025,41770,22698,32172,0.7055,False,False,16907,142,396,0.3586,1.0,0.3586
44b6_8cc6506c,0.01,0.005,41770,16134,32172,0.5015,False,False,11536,81,396,0.2045,1.0,0.2045
44b6_8cc6506c,0.015,0.0075,41770,12503,32172,0.3886,False,False,8635,58,396,0.1465,1.0,0.1465
44b6_8cc6506c,0.02,0.01,41770,10197,32172,0.317,False,False,6854,51,396,0.1288,1.0,0.1288
44b6_8cc6506c,0.03,0.015,41770,7280,32172,0.2263,False,False,4685,39,396,0.0985,1.0,0.0985
44b6_8cc6506c,0.05,0.025,41770,4229,32172,0.1314,False,False,2556,21,396,0.053,1.0,0.053
44b6_8f5ab931,0.0002,0.0001,30572,29183,27571,1.0585,False,False,26327,439,604,0.7268,0.9415,0.6843
44b6_8f5ab931,0.0005,0.00025,30572,28619,27571,1.038,False,False,25551,439,604,0.7268,0.962,0.6992
44b6_8f5ab931,0.001,0.0005,30572,27745,27571,1.0063,False,False,24419,434,604,0.7185,0.9937,0.714
44b6_8f5ab931,0.002,0.001,30572,26244,27571,0.9519,True,True,22595,424,604,0.702,1.0,0.702
44b6_8f5ab931,0.005,0.0025,30572,22717,27571,0.8239,False,False,18633,380,604,0.6291,1.0,0.6291
44b6_8f5ab931,0.01,0.005,30572,19110,27571,0.6931,False,False,14998,335,604,0.5546,1.0,0.5546
44b6_8f5ab931,0.015,0.0075,30572,16668,27571,0.6045,False,False,12621,294,604,0.4868,1.0,0.4868
44b6_8f5ab931,0.02,0.01,30572,14831,27571,0.5379,False,False,10895,250,604,0.4139,1.0,0.4139
44b6_8f5ab931,0.03,0.015,30572,12169,27571,0.4414,False,False,8423,192,604,0.3179,1.0,0.3179
44b6_8f5ab931,0.05,0.025,30572,8576,27571,0.3111,False,False,5529,126,604,0.2086,1.0,0.2086
44b6_8f9ecab4,0.0002,0.0001,92530,87128,74833,1.1643,False,False,78211,299,370,0.8081,0.8357,0.6753
44b6_8f9ecab4,0.0005,0.00025,92530,80659,74833,1.0779,False,False,68866,281,370,0.7595,0.9221,0.7003
44b6_8f9ecab4,0.001,0.0005,92530,70360,74833,0.9402,True,True,56646,242,370,0.6541,1.0,0.6541
44b6_8f9ecab4,0.002,0.001,92530,55039,74833,0.7355,False,False,41034,178,370,0.4811,1.0,0.4811
44b6_8f9ecab4,0.005,0.0025,92530,31435,74833,0.4201,False,False,20527,91,370,0.2459,1.0,0.2459
44b6_8f9ecab4,0.01,0.005,92530,14922,74833,0.1994,False,False,8986,45,370,0.1216,1.0,0.1216
44b6_8f9ecab4,0.015,0.0075,92530,8488,74833,0.1134,False,False,4997,24,370,0.0649,1.0,0.0649
44b6_8f9ecab4,0.02,0.01,92530,5405,74833,0.0722,False,False,3175,14,370,0.0378,1.0,0.0378
44b6_8f9ecab4,0.03,0.015,92530,2804,74833,0.0375,False,False,1638,11,370,0.0297,1.0,0.0297
44b6_8f9ecab4,0.05,0.025,92530,1282,74833,0.0171,False,False,720,6,370,0.0162,1.0,0.0162
44b6_90724892,0.0002,0.0001,28793,27287,25532,1.0687,False,False,24572,91,103,0.8835,0.9313,0.8228
44b6_90724892,0.0005,0.00025,28793,26577,25532,1.0409,False,False,23608,91,103,0.8835,0.9591,0.8473
44b6_90724892,0.001,0.0005,28793,25503,25532,0.9989,False,False,22280,89,103,0.8641,1.0,0.8641
44b6_90724892,0.002,0.001,28793,23831,25532,0.9334,True,True,20238,87,103,0.8447,1.0,0.8447
44b6_90724892,0.005,0.0025,28793,20162,25532,0.7897,False,False,16282,74,103,0.7184,1.0,0.7184
44b6_90724892,0.01,0.005,28793,16494,25532,0.646,False,False,12693,65,103,0.6311,1.0,0.6311
44b6_90724892,0.015,0.0075,28793,14192,25532,0.5559,False,False,10634,60,103,0.5825,1.0,0.5825
44b6_90724892,0.02,0.01,28793,12577,25532,0.4926,False,False,9168,54,103,0.5243,1.0,0.5243
44b6_90724892,0.03,0.015,28793,10098,25532,0.3955,False,False,7028,45,103,0.4369,1.0,0.4369
44b6_90724892,0.05,0.025,28793,7162,25532,0.2805,False,False,4680,31,103,0.301,1.0,0.301
44b6_949adeb1,0.0002,0.0001,43898,41438,37179,1.1146,False,False,36874,259,378,0.6852,0.8854,0.6067
44b6_949adeb1,0.0005,0.00025,43898,40379,37179,1.0861,False,False,35518,258,378,0.6825,0.9139,0.6238
44b6_949adeb1,0.001,0.0005,43898,38928,37179,1.047,False,False,33665,254,378,0.672,0.953,0.6403
44b6_949adeb1,0.002,0.001,43898,36426,37179,0.9797,True,True,30618,245,378,0.6481,1.0,0.6481
44b6_949adeb1,0.005,0.0025,43898,31030,37179,0.8346,False,False,24781,236,378,0.6243,1.0,0.6243
44b6_949adeb1,0.01,0.005,43898,25237,37179,0.6788,False,False,19156,202,378,0.5344,1.0,0.5344
44b6_949adeb1,0.015,0.0075,43898,21626,37179,0.5817,False,False,15828,175,378,0.463,1.0,0.463
44b6_949adeb1,0.02,0.01,43898,18951,37179,0.5097,False,False,13422,162,378,0.4286,1.0,0.4286
44b6_949adeb1,0.03,0.015,43898,15156,37179,0.4076,False,False,10120,126,378,0.3333,1.0,0.3333
44b6_949adeb1,0.05,0.025,43898,10354,37179,0.2785,False,False,6409,79,378,0.209,1.0,0.209
44b6_95029e92,0.0002,0.0001,5917,5683,5161,1.1011,False,False,5329,198,198,1.0,0.8989,0.8989
44b6_95029e92,0.0005,0.00025,5917,5631,5161,1.0911,False,False,5266,198,198,1.0,0.9089,0.9089
44b6_95029e92,0.001,0.0005,5917,5537,5161,1.0729,False,False,5142,197,198,0.9949,0.9271,0.9225
44b6_95029e92,0.002,0.001,5917,5390,5161,1.0444,False,False,4961,197,198,0.9949,0.9556,0.9508
44b6_95029e92,0.005,0.0025,5917,5067,5161,0.9818,True,True,4611,197,198,0.9949,1.0,0.9949
44b6_95029e92,0.01,0.005,5917,4704,5161,0.9115,True,True,4241,196,198,0.9899,1.0,0.9899
44b6_95029e92,0.015,0.0075,5917,4487,5161,0.8694,False,False,4006,195,198,0.9848,1.0,0.9848
44b6_95029e92,0.02,0.01,5917,4319,5161,0.8369,False,False,3812,193,198,0.9747,1.0,0.9747
44b6_95029e92,0.03,0.015,5917,4072,5161,0.789,False,False,3501,185,198,0.9343,1.0,0.9343
44b6_95029e92,0.05,0.025,5917,3663,5161,0.7097,False,False,3001,171,198,0.8636,1.0,0.8636
44b6_97725144,0.0002,0.0001,47295,44306,35774,1.2385,False,False,39490,158,221,0.7149,0.7615,0.5444
44b6_97725144,0.0005,0.00025,47295,43287,35774,1.21,False,False,38190,158,221,0.7149,0.79,0.5648
44b6_97725144,0.001,0.0005,47295,41746,35774,1.1669,False,False,36251,156,221,0.7059,0.8331,0.588
44b6_97725144,0.002,0.001,47295,39164,35774,1.0948,False,False,33143,150,221,0.6787,0.9052,0.6144
44b6_97725144,0.005,0.0025,47295,33382,35774,0.9331,True,True,26728,137,221,0.6199,1.0,0.6199
44b6_97725144,0.01,0.005,47295,26793,35774,0.749,False,False,20366,121,221,0.5475,1.0,0.5475
44b6_97725144,0.015,0.0075,47295,22563,35774,0.6307,False,False,16618,102,221,0.4615,1.0,0.4615
44b6_97725144,0.02,0.01,47295,19424,35774,0.543,False,False,13925,87,221,0.3937,1.0,0.3937
44b6_97725144,0.03,0.015,47295,15267,35774,0.4268,False,False,10300,67,221,0.3032,1.0,0.3032
44b6_97725144,0.05,0.025,47295,9951,35774,0.2782,False,False,6160,36,221,0.1629,1.0,0.1629
44b6_996155de,0.0002,0.0001,10346,10031,7573,1.3246,False,False,9336,347,377,0.9204,0.6754,0.6217
44b6_996155de,0.0005,0.00025,10346,9929,7573,1.3111,False,False,9204,344,377,0.9125,0.6889,0.6286
44b6_996155de,0.001,0.0005,10346,9775,7573,1.2908,False,False,9027,341,377,0.9045,0.7092,0.6415
44b6_996155de,0.002,0.001,10346,9558,7573,1.2621,False,False,8736,329,377,0.8727,0.7379,0.6439
44b6_996155de,0.005,0.0025,10346,8981,7573,1.1859,False,False,7951,283,377,0.7507,0.8141,0.6111
44b6_996155de,0.01,0.005,10346,8176,7573,1.0796,False,False,6928,230,377,0.6101,0.9204,0.5615
44b6_996155de,0.015,0.0075,10346,7552,7573,0.9972,False,False,6232,193,377,0.5119,1.0,0.5119
44b6_996155de,0.02,0.01,10346,6933,7573,0.9155,True,False,5607,164,377,0.435,1.0,0.435
44b6_996155de,0.03,0.015,10346,6103,7573,0.8059,False,False,4733,127,377,0.3369,1.0,0.3369
44b6_996155de,0.05,0.025,10346,4767,7573,0.6295,False,False,3461,81,377,0.2149,1.0,0.2149
44b6_9be80b04,0.0002,0.0001,85936,79323,57877,1.3705,False,False,68887,148,220,0.6727,0.6295,0.4235
44b6_9be80b04,0.0005,0.00025,85936,71563,57877,1.2365,False,False,58917,124,220,0.5636,0.7635,0.4304
44b6_9be80b04,0.001,0.0005,85936,61157,57877,1.0567,False,False,48276,102,220,0.4636,0.9433,0.4374
44b6_9be80b04,0.002,0.001,85936,47935,57877,0.8282,False,False,36074,87,220,0.3955,1.0,0.3955
44b6_9be80b04,0.005,0.0025,85936,29852,57877,0.5158,False,False,20908,55,220,0.25,1.0,0.25
44b6_9be80b04,0.01,0.005,85936,17808,57877,0.3077,False,False,11682,33,220,0.15,1.0,0.15
44b6_9be80b04,0.015,0.0075,85936,12230,57877,0.2113,False,False,7711,18,220,0.0818,1.0,0.0818
44b6_9be80b04,0.02,0.01,85936,8965,57877,0.1549,False,False,5475,14,220,0.0636,1.0,0.0636
44b6_9be80b04,0.03,0.015,85936,5354,57877,0.0925,False,False,3095,10,220,0.0455,1.0,0.0455
44b6_9be80b04,0.05,0.025,85936,2430,57877,0.042,False,False,1334,4,220,0.0182,1.0,0.0182
44b6_9bfa6a0a,0.0002,0.0001,79214,74621,64308,1.1604,False,False,67265,181,259,0.6988,0.8396,0.5868
44b6_9bfa6a0a,0.0005,0.00025,79214,70261,64308,1.0926,False,False,60805,168,259,0.6486,0.9074,0.5886
44b6_9bfa6a0a,0.001,0.0005,79214,63235,64308,0.9833,True,True,51957,147,259,0.5676,1.0,0.5676
44b6_9bfa6a0a,0.002,0.001,79214,52475,64308,0.816,False,False,40336,126,259,0.4865,1.0,0.4865
44b6_9bfa6a0a,0.005,0.0025,79214,33448,64308,0.5201,False,False,22841,78,259,0.3012,1.0,0.3012
44b6_9bfa6a0a,0.01,0.005,79214,18416,64308,0.2864,False,False,11444,52,259,0.2008,1.0,0.2008
44b6_9bfa6a0a,0.015,0.0075,79214,11546,64308,0.1795,False,False,6894,42,259,0.1622,1.0,0.1622
44b6_9bfa6a0a,0.02,0.01,79214,8052,64308,0.1252,False,False,4706,34,259,0.1313,1.0,0.1313
44b6_9bfa6a0a,0.03,0.015,79214,4546,64308,0.0707,False,False,2607,21,259,0.0811,1.0,0.0811
44b6_9bfa6a0a,0.05,0.025,79214,2140,64308,0.0333,False,False,1210,15,259,0.0579,1.0,0.0579
44b6_a21120c2,0.0002,0.0001,24418,23580,23040,1.0234,False,False,21868,258,286,0.9021,0.9766,0.881
44b6_a21120c2,0.0005,0.00025,24418,23032,23040,0.9997,False,False,21036,253,286,0.8846,1.0,0.8846
44b6_a21120c2,0.001,0.0005,24418,22246,23040,0.9655,True,True,19795,244,286,0.8531,1.0,0.8531
44b6_a21120c2,0.002,0.001,24418,20814,23040,0.9034,True,True,17636,223,286,0.7797,1.0,0.7797
44b6_a21120c2,0.005,0.0025,24418,16789,23040,0.7287,False,False,12707,164,286,0.5734,1.0,0.5734
44b6_a21120c2,0.01,0.005,24418,11775,23040,0.5111,False,False,7948,108,286,0.3776,1.0,0.3776
44b6_a21120c2,0.015,0.0075,24418,8493,23040,0.3686,False,False,5412,71,286,0.2483,1.0,0.2483
44b6_a21120c2,0.02,0.01,24418,6326,23040,0.2746,False,False,3881,59,286,0.2063,1.0,0.2063
44b6_a21120c2,0.03,0.015,24418,3829,23040,0.1662,False,False,2238,32,286,0.1119,1.0,0.1119
44b6_a21120c2,0.05,0.025,24418,1730,23040,0.0751,False,False,959,11,286,0.0385,1.0,0.0385
44b6_a2bb48bb,0.0002,0.0001,78888,72580,60613,1.1974,False,False,62641,249,410,0.6073,0.8026,0.4874
44b6_a2bb48bb,0.0005,0.00025,78888,69167,60613,1.1411,False,False,58572,238,410,0.5805,0.8589,0.4986
44b6_a2bb48bb,0.001,0.0005,78888,64574,60613,1.0653,False,False,53531,220,410,0.5366,0.9347,0.5015
44b6_a2bb48bb,0.002,0.001,78888,57904,60613,0.9553,True,False,46577,189,410,0.461,1.0,0.461
44b6_a2bb48bb,0.005,0.0025,78888,45690,60613,0.7538,False,False,34527,138,410,0.3366,1.0,0.3366
44b6_a2bb48bb,0.01,0.005,78888,33932,60613,0.5598,False,False,24109,102,410,0.2488,1.0,0.2488
44b6_a2bb48bb,0.015,0.0075,78888,26880,60613,0.4435,False,False,18199,86,410,0.2098,1.0,0.2098
44b6_a2bb48bb,0.02,0.01,78888,21952,60613,0.3622,False,False,14256,68,410,0.1659,1.0,0.1659
44b6_a2bb48bb,0.03,0.015,78888,15196,60613,0.2507,False,False,9288,45,410,0.1098,1.0,0.1098
44b6_a2bb48bb,0.05,0.025,78888,8377,60613,0.1382,False,False,4723,22,410,0.0537,1.0,0.0537
44b6_aaf8b0ea,0.0002,0.0001,22226,21305,22099,0.9641,True,True,19544,203,206,0.9854,1.0,0.9854
44b6_aaf8b0ea,0.0005,0.00025,22226,20985,22099,0.9496,True,True,19134,203,206,0.9854,1.0,0.9854
44b6_aaf8b0ea,0.001,0.0005,22226,20529,22099,0.929,True,True,18575,203,206,0.9854,1.0,0.9854
44b6_aaf8b0ea,0.002,0.001,22226,19799,22099,0.8959,False,False,17627,200,206,0.9709,1.0,0.9709
44b6_aaf8b0ea,0.005,0.0025,22226,17985,22099,0.8138,False,False,15412,196,206,0.9515,1.0,0.9515
44b6_aaf8b0ea,0.01,0.005,22226,15683,22099,0.7097,False,False,12847,186,206,0.9029,1.0,0.9029
44b6_aaf8b0ea,0.015,0.0075,22226,14022,22099,0.6345,False,False,11138,169,206,0.8204,1.0,0.8204
44b6_aaf8b0ea,0.02,0.01,22226,12610,22099,0.5706,False,False,9733,153,206,0.7427,1.0,0.7427
44b6_aaf8b0ea,0.03,0.015,22226,10538,22099,0.4769,False,False,7750,121,206,0.5874,1.0,0.5874
44b6_aaf8b0ea,0.05,0.025,22226,7667,22099,0.3469,False,False,5200,77,206,0.3738,1.0,0.3738
44b6_abf82518,0.0002,0.0001,29902,28661,27604,1.0383,False,False,25996,92,94,0.9787,0.9617,0.9412
44b6_abf82518,0.0005,0.00025,29902,27928,27604,1.0117,False,False,24925,92,94,0.9787,0.9883,0.9672
44b6_abf82518,0.001,0.0005,29902,26765,27604,0.9696,True,True,23306,92,94,0.9787,1.0,0.9787
44b6_abf82518,0.002,0.001,29902,24608,27604,0.8915,False,False,20585,91,94,0.9681,1.0,0.9681
44b6_abf82518,0.005,0.0025,29902,19666,27604,0.7124,False,False,15183,91,94,0.9681,1.0,0.9681
44b6_abf82518,0.01,0.005,29902,14134,27604,0.512,False,False,10179,84,94,0.8936,1.0,0.8936
44b6_abf82518,0.015,0.0075,29902,10793,27604,0.391,False,False,7582,68,94,0.7234,1.0,0.7234
44b6_abf82518,0.02,0.01,29902,8627,27604,0.3125,False,False,5963,55,94,0.5851,1.0,0.5851
